,word,meaning_jp,meaning_cn,example_jp,example_cn
127,チョコレート,1. ココアや砂糖、牛乳、カカオバターなどを混ぜて作られたお菓子や調味料。,1. 由可可粉、糖、牛奶和可可脂等混合制成的糖果或调味料。,A: 甘いものが食べたいな。B: じゃあ、チョコレートでも食べようか？,A: 我想吃甜食。B: 那我们吃巧克力吧？
128,チョコレート,2. チョコレート菓子やドリンクの味や香り。,2. 巧克力糖果或饮料的味道和香气。,A: このチョコレートの味はどう？B: とても濃厚で美味しいよ。,A: 这个巧克力的味道怎么样？B: 非常浓郁，很好吃。
129,チョコレート,2. チョコレート菓子やドリンクの味や香り。,2. 巧克力糖果或饮料的味道和香气。,A: このチョコレートは香りが高くて贅沢だね。B: そうだね、特別な日に食べたいね。,A: 这个巧克力的香气很高雅、奢华。B: 是啊，我们要在特别的日子里享用它。
130,チーズ,1.乳製品の一種で、加熱した牛乳から作られる。主に食品として使われる。,1.一种乳制品，是由加热后的牛奶制成的。主要用于食品。,A: お腹すいた。何か食べよう。B: チーズがあるよ。パンと一緒に食べたら？,A: 我饿了。吃点什么吧。B: 有奶酪哦。要不然和面包一起吃吧？
131,チーズ,2. コメディーやアニメーション作品などで、見ている人を笑わせるために意図的に作られた間抜けな演出。,2.在喜剧或动画等作品中，为了让观众发笑而故意制造的愚蠢的表演。,A: このアニメ、とてもおもしろいよ。B: 本当に？どんなストーリー？A: 主人公がひどいチーズをする場面があるんだ。,A: 这个动画非常有趣。B: 真的吗？有什么故事？A: 主角有一个非常愚蠢的场景。
132,ティッシュ,1. 鼻をかむときに使う紙の製品,1. 用于擤鼻涕的纸制品,A: 鼻水が出た。B: ここにティッシュがあるよ。,A: 鼻子流水了。B: 这里有纸巾。
133,ティッシュ,2. 手を拭くときに使う紙の製品,2. 用于擦手的纸制品,A: 手が汚れた。B: ここにティッシュがあるから、拭いて。,A: 手脏了。B: 这里有纸巾，擦一下吧。
134,ティッシュペーパー,1. 鼻緒用紙、ティッシュ,1. 面巾纸、抽纸,A: 鼻をかむ用のティッシュペーパーを買ってきてくれない？B: 了解です。,A: 买来擤鼻涕用的纸巾好吗？B: 好的。
135,ティッシュペーパー,2. 消耗品としてのペーパータオル,2. 纸巾，一次性纸巾,A: ティッシュペーパーが切れたから、買ってきてくれない？B: はい、了解です。,A: 纸巾用完了，能帮忙买来吗？B: 好的，我去买。
136,テキスト,1. 文字や文章の形で書かれた情報。,1.以文字或文章形式书写的信息。,A: その資料はテキストファイルで保存されていますか？B: はい、そうです。,A: 那个资料是以文本文件保存的吗？B: 是的，是这样。
137,テキスト,2. テキストメッセージ。,2. 短信。,A: 昨日、彼女からテキストが届いたよ。B: 何て書いてあったの？,A: 昨天，我收到了她的短信。B: 她写了些什么？
138,テスト,1. 試験、実験、検査,1. 测试、实验、检查,A: 明日の数学のテスト、どのくらい勉強した？B: まだあまりできていないよ。,A: 明天的数学考试，你学了多少？B: 还没有做太多。
139,テスト,2. 実演、実際の試み,2. 演示、实际尝试,A: 新製品のテストを行うために、明日工場に行く予定だ。B: そうか、頑張ってね。,A: 明天我要去工厂测试新产品。B: 是吗，加油。
140,テニス,1. ラケットとボールを使って、コート上で2人または4人で行うスポーツ,1. 一种利用球拍和球，在场地上进行的2人或4人的运动,A: 今日の昼休み、一緒にテニスをしませんか？B: いいですね！場所はどこがいいですか？,A: 今天午休时间，一起打网球怎么样？B: 好啊！你觉得哪个地方比较好？
141,テニス,2. テニスのボール,2. 网球,A: 練習するときは、テニスボールはどこで買えますか？B: 近くのスポーツ用品店で買えますよ。,A: 练习的时候，网球在哪里可以买到？B: 你可以在附近的体育用品店买到。
142,テレビ,1. 電視機,1. 电视机,A: テレビをつけて、ニュースを見よう。B: あ、ちょうど今、ニュースが始まるよ。,A: 打开电视，看新闻吧。B: 哦，新闻正好开始了。
143,テレビ,2. テレビ番組、放送番組,2. 电视节目、广播节目,A: 昨日のテレビ、面白かった？B: そうそう、見逃したくない番組があるから、今晩も見るつもりだよ。,A: 昨天的电视好看吗？B: 嗯，有不想错过的节目，所以今晚也打算看。
144,テーブル,1. 食卓用の机、テーブル,1. 餐桌,A: この部屋にはテーブルが欲しいな。B: 家具屋に行って探してみたら？,A: 我想在这个房间里放一张桌子。B: 你可以去家具店看看。
145,テーブル,1. 食卓用の机、テーブル,1. 餐桌,A: ごはん食べる？B: ええ、今晩はテーブルで食べよう。,A: 吃饭吗？B: 好的，今晚在餐桌上吃吧。
146,テーブル,2. データの集合を保持するデータ構造,2. 表格、数据结构,"A: このExcelファイルのテーブルには、どのくらいのデータがあるの？B: 約1,000行ぐらいです。","A: 这个Excel文件的表格中有多少数据？B: 大约有1,000行左右。"
147,テーブル,2. データの集合を保持するデータ構造,2. 表格、数据结构,A: このテーブルに新しい列を追加したいんだけど、どうすればいいの？B: メニューの「列挿入」から追加できますよ。,A: 我想在这个表格中添加新列，应该怎么做？B: 可以从菜单中的“插入列”添加。
148,テープ,1. 粘着性のある細長いもので、物を留めたり固定したりするもの,1. 一种有粘性的细长物品，用于固定或粘着物品,A: この箱を閉めるには、テープが必要だよ。B: そうだね、何本か貼っておこう。,A: 这个盒子需要用胶带封起来。B: 对，我们贴几条吧。
149,テープ,2. オーディオやビデオの録音再生に使用される磁気テープ,2. 用于音频和视频录制和播放的磁带,A: この曲はカセットテープに入っているんだ。B: 懐かしいね、昔よく聴いていた曲だよ。,A: 这首歌收录在录音带里。B: 好怀念啊，以前常听的歌曲。
150,テープレコーダー,1. 磁気テープを使って音声を録音、再生する機械,1. 使用磁带记录和播放声音的设备,A: この会議の内容を録音しておいたんだ。B: いいね、テープレコーダーで録音したの？,A: 我录下了这次会议的内容。B: 好的，是用磁带录音机录的吗？
151,テープレコーダー,2. 磁気テープを使って音声を録音する人,2. 使用磁带录音声音的人,A: あの映画は音声がいいよね。B: そうだね、テープレコーダーで録音しているんじゃない？,A: 那部电影的声音不错。B: 是啊，可能是用录音机录的声音吧。
152,デパート,1. デパートメントストア、百貨店,1.百货商店,A: 今日はどこに行きますか？B: デパートに行って、買い物をするつもりです。,A: 今天要去哪里？B: 我打算去百货商店购物。
153,トイレ,1. 便所、洗手间,1.厕所、洗手间,A: すみません、トイレはどこですか？B: あそこにありますよ。,A: 不好意思，请问洗手间在哪里？B: 在那边。
154,トイレ,2. バスルーム、浴室,2.浴室、洗澡间,A: 今夜は温泉に入る予定だよ。B: それはいいね、トイレとバスルームは共用なんだろう？,A: 今晚计划去温泉泡澡。B: 那太好了，厕所和浴室是共用的，对吧？
155,トイレットペーパー,1. トイレで使う紙のこと。,1. 厕所纸。,A: トイレットペーパーが切れてしまった。B: ああ、私も買い忘れたわ。,A: 厕纸用完了。B: 哦，我也忘买了。
156,トイレットペーパー,2. 突然需要となって不足する物資や商品のこと。,2. 突然需求增加而短缺的物资或商品。,A: 最近、トイレットペーパーが品薄だね。B: そうなんだ、コロナの影響かも。,A: 最近厕纸短缺了呢。B: 是啊，可能是新冠疫情的影响。
157,トマト,1. ナス科の植物で、赤や黄色、緑色などの色をした果実の総称,1. 茄科植物的一种，果实有红色、黄色、绿色等颜色,A: 今日のお弁当はトマトが入っているんだ。B: いいね、私もトマトが好きだよ。,A: 今天的便当里有番茄。B: 好呀，我也喜欢番茄。
158,トマト,2. 「トマトジュース」の略称,2. “番茄汁”的缩写,A: 飛行機に乗る前にトマトを飲むと、疲れにくくなるって聞いたんだ。B: そうなんだ、じゃあ私もトマトジュースを買ってみようかな。,A: 我听说在坐飞机前喝番茄汁会不容易感到疲劳。B: 是吗，那我也买一杯番茄汁试试。
159,トースト,1. パンを焼いて食べやすくしたもの,1. 把面包烤制成易于食用的食物,A: 朝食は何を食べますか？B: トーストとコーヒーを飲みます。,A: 早餐吃什么？B: 吃面包片和喝咖啡。
160,トースト,2. 軽くあぶったこと,2. 烤稍微烤过的食品,A: この肉は焼きすぎだよ。B: そうだね、もう少しトースト感覚で焼くべきだ。,A: 这肉烤过了。B: 是啊，应该再稍微烤一下。
161,ドア,1. 開閉する板戸。建物の出入口として使用される。,1. 开闭的木板门。用作建筑物的出入口。,A: すみません、ドアを開けていただけますか？B: はい、どうぞ。,A: 对不起，请问能开门吗？B: 当然，请进。
162,ドア,1. 開閉する板戸。建物の出入口として使用される。,1. 开闭的木板门。用作建筑物的出入口。,A: ドアが開かない。B: もう一度、ノブを回してみて。,A: 门打不开。B: 再试着转一下把手。
163,ドア,2. ドア状の物体。例えば、冷蔵庫の扉、車のドア。,2. 门状物体。例如，冰箱门，汽车门。,A: 冷蔵庫のドアが閉まっていない。B: ドアをしっかり閉めないと、食べ物が腐ってしまうよ。,A: 冰箱门没关好。B: 不把门关紧，食物就会腐坏。
164,ドア,2. ドア状の物体。例えば、冷蔵庫の扉、車のドア。,2. 门状物体。例如，冰箱门，汽车门。,A: 駐車場でドアをぶつけちゃった。B: 大丈夫？怪我はない？,A: 在停车场门撞坏了。B: 没事吧？没有受伤吧？
165,ドル,1. アメリカ合衆国の通貨単位。ISOコードはUSD。,1.美国货币单位。ISO代码为USD。,A: この買い物はドルで支払える？B: すみません、日本円のみです。,A: 这件商品可以用美元支付吗？B: 对不起，只接受日元支付。
