,word,meaning_jp,meaning_cn,example_jp,example_cn
138,アイロン,2. アイスホッケーのシュートで、相手選手の体を当てること,2. 冰球射门时，用身体撞击对方球员,A: アイスホッケーってルールがよくわからないけど、アイロンって危ないプレーだよね？B: そうだね、ルールに反しているから危険なプレーになるよ。,A: 我不太懂冰球规则，但是撞击对方球员这种动作应该是违规的吧？B: 是的，因为这违反了规则所以是危险的动作。
139,アジア,1. アジア大陸,1. 亚洲大陆,A: 来週の旅行はどこに行くの？B: アジアに行く予定だよ。,A: 下周旅行去哪里？B: 打算去亚洲。
140,アジア,2. アジア地域、東アジア・東南アジア・南アジアなどの地域,2. 亚洲地区，包括东亚、东南亚、南亚等地区,A: アジアの食べ物が好きだ。B: 私も。特に中華料理が好きだよ。,A: 我喜欢亚洲的食物。B: 我也是。尤其是中国菜。
141,アニメ,1. アニメーションの略称,1. 动画片的缩写,A: あの子、アニメ好きだよね。B: そうそう、よくコスプレもしてるよ。,A: 那个孩子很喜欢看动漫。B: 对啊，还经常cosplay呢。
142,アニメ,2. アニメーション制作、放送、配信等の産業,2. 动画产业、制作、播出和发布等,A: 最近、アニメの配信サイトが増えてきたね。B: そうだね、ますますアニメ産業が盛んになってきたってことだよね。,A: 最近动漫的配信网站变多了。B: 是啊，这说明动漫产业越来越兴盛了。
143,アニメーション,1. 連続した静止画を続けて表示することによって、動きを作り出すこと。,1. 通过连续播放静止图像来制造出动作。,A: このアニメーションのキャラクターは可愛いね。B: そうだね、ストーリーも面白いよ。,A: 这个动画的角色很可爱。B: 是啊，故事也很有趣。
144,アニメーション,2. アニメーション作品。,2. 动画作品。,A: 子供たちはよくアニメーションを見るよね。B: はい、最近はオンラインで見ることもできるから便利だよ。,A: 孩子们经常看动画片吧。B: 是的，现在因为可以在线观看，所以很方便。
145,アパート,1. マンションに比べて小規模な住宅の一種,1. 一种比公寓小的住房,A: 来月、東京に行くんだけど、安いアパートを見つけたいんだ。B: インターネットで調べたらどう？,A: 下个月我要去东京，想找一间便宜的公寓。B: 你可以在网上查一下。
146,アパート,2. アパートメントホテルの略称,2. 服务式公寓酒店的简称,A: 今度の出張はどこに泊まるの？B: 近くのアパートだよ。朝食も付いてるから便利。,A: 这次出差你住在哪里？B: 住在附近的服务式公寓酒店。早餐也包括在内，非常方便。
147,アフリカ,1. アフリカ大陸,1.非洲大陆,A: 来年の夏休みにアフリカ旅行に行くつもりなんだ。B: すごいね、何か特別な目的があるの？,A: 我打算在明年的暑假去非洲旅行。B: 太棒了，有什么特别的目的吗？
148,アフリカ,1. アフリカ大陸,1.非洲大陆,A: 私の祖母はアフリカに住んでいたことがあるんだ。B: 本当に？どの国に住んでいたの？,A: 我的祖母曾经在非洲住过。B: 真的吗？她住在哪个国家？
149,アメリカ,1.北米の国である。,1.北美洲的一个国家。,A: 来年、アメリカ旅行に行くことにしたよ。B: 本当？どこに行くの？,A: 我决定明年去美国旅行。B: 真的吗？去哪里？
150,アメリカ,2. 北米大陸全体を指す場合がある。,2. 有时指北美洲整个大陆。,A: アメリカって、もともとは何て呼ばれていたの？B: アメリカ合衆国ができる前は、北アメリカ大陸という呼び方が一般的だったんだよ。,A: 美国原本是被叫什么名字的？B: 在美利坚合众国成立之前，北美洲是常用的叫法。
151,アメリカ合衆国,1. 北米に位置する連邦共和国である国家,1. 一个位于北美的联邦共和国国家,A: アメリカ合衆国に行ったことがありますか？B: はい、去年ニューヨークに行ってきました。,A: 你去过美国吗？B: 去年我去过纽约。
152,アルバイト,1. パートタイムの仕事、アルバイトのこと,1. 兼职工作、打工,A: 最近アルバイト探してるんだって？B: そうなんだよ。でもなかなか見つからないんだよね。,A: 最近在找兼职工作？B: 是啊，但是一直找不到。
153,アルバイト,2. アルバイトをする人、アルバイト募集中の会社,2. 打工的人、正在招募兼职工作的公司,A: あのカフェ、アルバイト募集してるって聞いたよ。B: へえ、行ってみようかな。,A: 听说那个咖啡馆在招募兼职工作。B: 哦，那我去试试吧。
154,イギリス,英国,英国,A: 今度の旅行はどこに行くの？B: イギリスに行く予定だよ。,A: 下次旅行去哪儿？B: 打算去英国。
155,イタリア,1. ヨーロッパ南部の国、またはその国の文化や言語、食べ物など,1. 指欧洲南部的一个国家，或该国的文化、语言、食品等,A: 夏休みにイタリア旅行に行きたいんだ。B: 確かに、イタリアは美しいところだよね。,A: 暑假想去意大利旅游。B: 确实，意大利是个美丽的地方。
156,イタリア,2. イタリア料理,2. 意大利菜,A: 昨日の夜ご飯は何を食べたの？B: イタリアン。,A: 昨晚吃了什么？B: 意大利菜。
157,イヤリング,1. 耳飾りの一種,1.一种耳环,A: そのイヤリング、かわいいね。B: ありがとう、新しいの買ったんだ。,A: 那个耳环好看啊。B: 谢谢，我买了新的。
158,インターネット,インターネットとは、複数のコンピュータネットワークが相互に接続された世界規模の情報通信ネットワークである。,互联网是指由多个计算机网络相互连接而成的全球性通信网络。,A: この情報はどこで手に入れたの？B: インターネットで調べたんだ。,A: 这个信息你从哪里得到的？B: 我在互联网上查的。
159,インターネット,インターネットとは、複数のコンピュータネットワークが相互に接続された世界規模の情報通信ネットワークである。,互联网是指由多个计算机网络相互连接而成的全球性通信网络。,A: 最近、インターネットで買い物することが多い。B: そうだね、便利だし安いもんもあるからね。,A: 最近经常在网上购物。B: 是啊，方便而且有便宜的东西。
160,インド,1.アジア南部にある国家,1. 亚洲南部的国家,A: 今度の休みには、インドに行きたいんだ。B: 本当に？私も行ってみたいと思ってたんだよね。,A: 下次假期我想去印度。B: 真的吗？我也一直想去。
161,インド,2. インド文化、インド人に関すること,2. 印度文化，印度人的事情,A: 昨日のパーティーで、インド料理を食べたんだ。B: へえ、どんな味だった？,A: 昨天在派对上，我吃了印度料理。B: 哇，味道怎么样？
162,インドネシア,1. 東南アジアの国名、またはその国の人・文化・言語を指す,1.指东南亚国家的名称，或该国的人民、文化和语言,A: 来年の夏休みはどこに行くの？B: インドネシアに行く予定だよ。,A: 明年暑假要去哪里？B: 我计划去印度尼西亚。
163,ウイスキー,1. 大麦、ライ麦などを主原料とし、樽で熟成させた蒸留酒,1.以大麦，黑麦等为主要原料，在木桶中陈化的蒸馏酒,A: ウイスキーが好きなんだ。B: 本場のスコッチもいいけど、日本のウイスキーも結構美味しいよ。,A: 我喜欢威士忌。B: 苏格兰威士忌是正宗的，但日本的威士忌也很好喝。
164,ウーロン茶,1. 半発酵茶の一種で、中国原産の紅茶の一種,1. 半发酵茶，是一种中国原产的红茶,A: お腹がすいたね。B: そうだね、ウーロン茶でも飲んで軽くしようか。,A: 肚子饿了呢。B: 是啊，来喝杯乌龙茶缓解一下吧。
165,エアコン,1. 空调,1.空调,A: 今日はエアコンをつけましょう。B: いいですね、暑いから必要ですね。,A: 今天打开空调吧。B: 好的，太热了，需要空调。
166,エジプト,1. アフリカ北東部に位置する国。首都はカイロ。,1. 位于非洲东北部的国家。首都是开罗。,A: 今度の旅行はどこに行くの？B: エジプトに行くつもりだよ。ピラミッドを見に行くんだ。,A: 下次旅行去哪里？B: 我打算去埃及，看金字塔。
167,エスカレーター,1. 階段のように連続する段差を持ち、上下に移動する機械式の輸送装置,1. 自动扶梯,A: あの大きなショッピングセンターに行くには、どうすればいい？B: エスカレーターで4階に行きましょう。,A: 要去那个大型购物中心，怎么办？B: 乘坐自动扶梯到四楼。
168,エレベーター,1. 電梯、昇降機,1. 电梯、升降机,A: このビルのエレベーターは速いね。B: そうだね、一瞬で最上階まで行けるよ。,A: 这栋大楼的电梯真快啊。B: 是啊，瞬间就能到最顶层。
169,エレベーター,1. 電気式昇降機、エレベーター,1. 电梯,A: このビルにはエレベーターがありますか？B: はい、各階にエレベーターが設置されています。,A: 这栋楼里有电梯吗？B: 是的，每层都有电梯。
170,オレンジ,1. 柑橘類の果物,1. 柑橘类水果,A: お腹が空いた。何か食べようか。B: オレンジはどう？,A: 肚子饿了，吃点什么好呢？B: 橘子怎么样？
171,オレンジ,2. 橙色,2. 橙色,A: この色は何色だと思う？B: オレンジ色だね。,A: 你觉得这个颜色是什么颜色？B: 是橙色。
172,オーストラリア,1. オーストラリア連邦国のこと。,1. 澳大利亚联邦国,A: 夏休みに旅行に行くんだ。B: どこに行くの？A: オーストラリアに行くんだよ。,A: 暑假去旅行。B: 去哪里？A: 我要去澳大利亚。
173,オーストラリア,2. オーストラリア大陸のこと。,2. 澳大利亚大陆,A: ペンギンは北極にいるんじゃないの？B: 違うよ、ペンギンはオーストラリアにもいるんだよ。,A: 企鹅不是在北极吗？B: 不对，企鹅也生活在澳大利亚。
174,オートバイ,自動二輪車,摩托车,A: 遠出するのにオートバイが欲しいんだ。B: そうだね、自由な気分を味わえるよ。,A: 我想买辆摩托车去旅行。B: 是啊，可以感受到自由的感觉。
175,カップ,1. 容器の一種で、飲み物などを入れることができるもの。マグカップ、コップ、グラスなどの種類がある。,1. 一种容器，可以盛放饮料等。有马克杯、杯子、玻璃杯等类型。,A: お茶を入れるカップを買いに行こうか。B: いいね、コップとマグカップどちらがいい？,A: 我们去买装茶的杯子吧。B: 好的，杯子和马克杯哪个比较好？
176,カップ,1. 容器の一種で、飲み物などを入れることができるもの。マグカップ、コップ、グラスなどの種類がある。,1. 一种容器，可以盛放饮料等。有马克杯、杯子、玻璃杯等类型。,A: カップ麺が食べたいな。B: カップ麺ならコンビニに売ってるよ。,A: 我想吃杯面。B: 杯面的话便利店有卖的。
